antecedents,consequents,ant_len,cons_len,support,confidence,lift,antecedents_tagged,consequents_tagged
諸王,"朝鮮國王, 正月",1,2,0.0633245382585752,0.6233766233766234,8.591263282172374,諸王(OFF),"朝鮮國王(PER), 正月(DATE)"
諸王,"元旦, 朝鮮國王",1,2,0.0633245382585752,0.6233766233766234,8.591263282172374,諸王(OFF),"元旦(DATE), 朝鮮國王(PER)"
"正月, 蒙古",八旗,2,1,0.05013192612137203,0.926829268292683,8.567519333729923,"正月(DATE), 蒙古(GRP)",八旗(SYS)
"元旦, 正月",諸王,2,1,0.06992084432717678,0.8688524590163935,8.553119012135406,"元旦(DATE), 正月(DATE)",諸王(OFF)
諸王,"元旦, 正月",1,2,0.06992084432717678,0.6883116883116883,8.553119012135406,諸王(OFF),"元旦(DATE), 正月(DATE)"
"元旦, 滿洲",諸王,2,1,0.051451187335092345,0.8666666666666667,8.531601731601732,"元旦(DATE), 滿洲(GRP)",諸王(OFF)
諸王,"元旦, 滿洲",1,2,0.051451187335092345,0.5064935064935064,8.53160173160173,諸王(OFF),"元旦(DATE), 滿洲(GRP)"
"八旗, 朔",貝勒貝子,2,1,0.05408970976253298,0.719298245614035,8.519188596491228,"八旗(SYS), 朔(DATE)",貝勒貝子(OFF)
貝勒貝子,"八旗, 朔",1,2,0.05408970976253298,0.640625,8.519188596491228,貝勒貝子(OFF),"八旗(SYS), 朔(DATE)"
堂子,"八旗, 康熙",1,2,0.055408970976253295,0.711864406779661,8.43114406779661,堂子(LOC),"八旗(SYS), 康熙(DATE)"
"八旗, 康熙",堂子,2,1,0.055408970976253295,0.65625,8.43114406779661,"八旗(SYS), 康熙(DATE)",堂子(LOC)
"朔, 正月",諸王,2,1,0.06992084432717678,0.8548387096774194,8.415165479681608,"朔(DATE), 正月(DATE)",諸王(OFF)
"元旦, 康熙",諸王,2,1,0.06992084432717678,0.8548387096774194,8.415165479681608,"元旦(DATE), 康熙(DATE)",諸王(OFF)
諸王,"朔, 正月",1,2,0.06992084432717678,0.6883116883116883,8.415165479681608,諸王(OFF),"朔(DATE), 正月(DATE)"
諸王,"元旦, 康熙",1,2,0.06992084432717678,0.6883116883116883,8.415165479681608,諸王(OFF),"元旦(DATE), 康熙(DATE)"
"康熙, 藩王",諸王,2,1,0.06200527704485488,0.8545454545454546,8.412278630460449,"康熙(DATE), 藩王(OFF)",諸王(OFF)
諸王,"康熙, 藩王",1,2,0.06200527704485488,0.6103896103896104,8.412278630460449,諸王(OFF),"康熙(DATE), 藩王(OFF)"
"元旦, 朔",諸王,2,1,0.06860158311345646,0.8524590163934426,8.39173940813285,"元旦(DATE), 朔(DATE)",諸王(OFF)
諸王,"元旦, 朔",1,2,0.06860158311345646,0.6753246753246752,8.39173940813285,諸王(OFF),"元旦(DATE), 朔(DATE)"
"朔, 藩王",諸王,2,1,0.06068601583113457,0.8518518518518519,8.385762385762385,"朔(DATE), 藩王(OFF)",諸王(OFF)
諸王,"朔, 藩王",1,2,0.06068601583113457,0.5974025974025974,8.385762385762385,諸王(OFF),"朔(DATE), 藩王(OFF)"
諸王,元旦,1,1,0.06992084432717678,0.6883116883116883,8.281591424448568,諸王(OFF),元旦(DATE)
元旦,諸王,1,1,0.06992084432717678,0.8412698412698412,8.281591424448566,元旦(DATE),諸王(OFF)
藩王,諸王,1,1,0.06200527704485488,0.8392857142857143,8.262059369202227,藩王(OFF),諸王(OFF)
諸王,藩王,1,1,0.06200527704485488,0.6103896103896104,8.262059369202227,諸王(OFF),藩王(OFF)
"康熙, 正月",諸王,2,1,0.0712401055408971,0.8307692307692308,8.17822177822178,"康熙(DATE), 正月(DATE)",諸王(OFF)
諸王,"康熙, 正月",1,2,0.0712401055408971,0.7012987012987013,8.178221778221777,諸王(OFF),"康熙(DATE), 正月(DATE)"
"八旗, 蒙古",正月,2,1,0.05013192612137203,0.7307692307692308,8.145927601809955,"八旗(SYS), 蒙古(GRP)",正月(DATE)
正月,"八旗, 蒙古",1,2,0.05013192612137203,0.5588235294117647,8.145927601809955,正月(DATE),"八旗(SYS), 蒙古(GRP)"
"八旗, 滿洲",諸王,2,1,0.05408970976253298,0.82,8.072207792207791,"八旗(SYS), 滿洲(GRP)",諸王(OFF)
諸王,"八旗, 滿洲",1,2,0.05408970976253298,0.5324675324675324,8.072207792207791,諸王(OFF),"八旗(SYS), 滿洲(GRP)"
十月,"康熙, 永陵",1,2,0.079155672823219,0.8823529411764707,8.058114812189936,十月(DATE),"康熙(DATE), 永陵(LOC)"
十月,"康熙, 昭陵",1,2,0.079155672823219,0.8823529411764707,8.058114812189936,十月(DATE),"康熙(DATE), 昭陵(LOC)"
"康熙, 永陵",十月,2,1,0.079155672823219,0.7228915662650602,8.058114812189936,"康熙(DATE), 永陵(LOC)",十月(DATE)
"康熙, 昭陵",十月,2,1,0.079155672823219,0.7228915662650602,8.058114812189936,"康熙(DATE), 昭陵(LOC)",十月(DATE)
藩王,"康熙, 王",1,2,0.05013192612137203,0.6785714285714286,8.036830357142858,藩王(OFF),"康熙(DATE), 王(OFF)"
"康熙, 王",藩王,2,1,0.05013192612137203,0.59375,8.036830357142858,"康熙(DATE), 王(OFF)",藩王(OFF)
正月,"八旗, 康熙",1,2,0.06068601583113457,0.6764705882352942,8.011948529411766,正月(DATE),"八旗(SYS), 康熙(DATE)"
"八旗, 康熙",正月,2,1,0.06068601583113457,0.71875,8.011948529411764,"八旗(SYS), 康熙(DATE)",正月(DATE)
"蒙古, 諸王",八旗,2,1,0.051451187335092345,0.8666666666666667,8.011382113821139,"蒙古(GRP), 諸王(OFF)",八旗(SYS)
"實錄, 正月",八旗,2,1,0.051451187335092345,0.8666666666666667,8.011382113821139,"實錄(SYS), 正月(DATE)",八旗(SYS)
"太廟, 福陵",昭陵,2,1,0.08179419525065963,1.0,7.9789473684210535,"太廟(LOC), 福陵(LOC)",昭陵(LOC)
"永陵, 福陵",昭陵,2,1,0.12401055408970976,1.0,7.9789473684210535,"永陵(LOC), 福陵(LOC)",昭陵(LOC)
"太廟, 福陵",永陵,2,1,0.08179419525065963,1.0,7.9789473684210535,"太廟(LOC), 福陵(LOC)",永陵(LOC)
"太廟, 永陵",昭陵,2,1,0.08179419525065963,1.0,7.9789473684210535,"太廟(LOC), 永陵(LOC)",昭陵(LOC)
"太廟, 昭陵",永陵,2,1,0.08179419525065963,1.0,7.9789473684210535,"太廟(LOC), 昭陵(LOC)",永陵(LOC)
"十月, 永陵",昭陵,2,1,0.08179419525065963,1.0,7.9789473684210535,"十月(DATE), 永陵(LOC)",昭陵(LOC)
"十月, 昭陵",永陵,2,1,0.08179419525065963,1.0,7.9789473684210535,"十月(DATE), 昭陵(LOC)",永陵(LOC)
"十月, 福陵",昭陵,2,1,0.08179419525065963,1.0,7.9789473684210535,"十月(DATE), 福陵(LOC)",昭陵(LOC)
"十月, 福陵",永陵,2,1,0.08179419525065963,1.0,7.9789473684210535,"十月(DATE), 福陵(LOC)",永陵(LOC)
"十月, 太廟",昭陵,2,1,0.08047493403693931,1.0,7.9789473684210535,"十月(DATE), 太廟(LOC)",昭陵(LOC)
"十月, 太廟",永陵,2,1,0.08047493403693931,1.0,7.9789473684210535,"十月(DATE), 太廟(LOC)",永陵(LOC)
昭陵,"永陵, 福陵",1,2,0.12401055408970976,0.9894736842105264,7.9789473684210535,昭陵(LOC),"永陵(LOC), 福陵(LOC)"
昭陵,"太廟, 福陵",1,2,0.08179419525065963,0.6526315789473685,7.978947368421053,昭陵(LOC),"太廟(LOC), 福陵(LOC)"
永陵,"太廟, 福陵",1,2,0.08179419525065963,0.6526315789473685,7.978947368421053,永陵(LOC),"太廟(LOC), 福陵(LOC)"
永陵,"太廟, 昭陵",1,2,0.08179419525065963,0.6526315789473685,7.978947368421053,永陵(LOC),"太廟(LOC), 昭陵(LOC)"
昭陵,"太廟, 永陵",1,2,0.08179419525065963,0.6526315789473685,7.978947368421053,昭陵(LOC),"太廟(LOC), 永陵(LOC)"
永陵,"十月, 昭陵",1,2,0.08179419525065963,0.6526315789473685,7.978947368421053,永陵(LOC),"十月(DATE), 昭陵(LOC)"
昭陵,"十月, 永陵",1,2,0.08179419525065963,0.6526315789473685,7.978947368421053,昭陵(LOC),"十月(DATE), 永陵(LOC)"
昭陵,"十月, 福陵",1,2,0.08179419525065963,0.6526315789473685,7.978947368421053,昭陵(LOC),"十月(DATE), 福陵(LOC)"
永陵,"十月, 福陵",1,2,0.08179419525065963,0.6526315789473685,7.978947368421053,永陵(LOC),"十月(DATE), 福陵(LOC)"
昭陵,"十月, 太廟",1,2,0.08047493403693931,0.6421052631578947,7.978947368421053,昭陵(LOC),"十月(DATE), 太廟(LOC)"
永陵,"十月, 太廟",1,2,0.08047493403693931,0.6421052631578947,7.978947368421053,永陵(LOC),"十月(DATE), 太廟(LOC)"
十月,"康熙, 福陵",1,2,0.079155672823219,0.8823529411764707,7.962184873949581,十月(DATE),"康熙(DATE), 福陵(LOC)"
"康熙, 福陵",十月,2,1,0.079155672823219,0.7142857142857144,7.962184873949581,"康熙(DATE), 福陵(LOC)",十月(DATE)
正月,諸王,1,1,0.07255936675461741,0.8088235294117646,7.962184873949579,正月(DATE),諸王(OFF)
諸王,正月,1,1,0.07255936675461741,0.7142857142857142,7.962184873949578,諸王(OFF),正月(DATE)
"朔, 王",正月,2,1,0.051451187335092345,0.7090909090909091,7.90427807486631,"朔(DATE), 王(OFF)",正月(DATE)
正月,"朔, 王",1,2,0.051451187335092345,0.5735294117647058,7.90427807486631,正月(DATE),"朔(DATE), 王(OFF)"
永陵,昭陵,1,1,0.12401055408970976,0.9894736842105264,7.894958448753464,永陵(LOC),昭陵(LOC)
昭陵,永陵,1,1,0.12401055408970976,0.9894736842105264,7.894958448753464,昭陵(LOC),永陵(LOC)
"昭陵, 福陵",永陵,2,1,0.12401055408970976,0.9894736842105264,7.894958448753464,"昭陵(LOC), 福陵(LOC)",永陵(LOC)
永陵,"昭陵, 福陵",1,2,0.12401055408970976,0.9894736842105264,7.894958448753464,永陵(LOC),"昭陵(LOC), 福陵(LOC)"
"康熙, 福陵",昭陵,2,1,0.10949868073878628,0.9880952380952381,7.8839598997493745,"康熙(DATE), 福陵(LOC)",昭陵(LOC)
昭陵,"康熙, 福陵",1,2,0.10949868073878628,0.8736842105263158,7.8839598997493745,昭陵(LOC),"康熙(DATE), 福陵(LOC)"
"康熙, 永陵",昭陵,2,1,0.10817941952506596,0.9879518072289156,7.88281547241598,"康熙(DATE), 永陵(LOC)",昭陵(LOC)
"康熙, 昭陵",永陵,2,1,0.10817941952506596,0.9879518072289156,7.88281547241598,"康熙(DATE), 昭陵(LOC)",永陵(LOC)
永陵,"康熙, 昭陵",1,2,0.10817941952506596,0.8631578947368421,7.88281547241598,永陵(LOC),"康熙(DATE), 昭陵(LOC)"
昭陵,"康熙, 永陵",1,2,0.10817941952506596,0.8631578947368421,7.88281547241598,昭陵(LOC),"康熙(DATE), 永陵(LOC)"
福陵,昭陵,1,1,0.12532981530343007,0.979381443298969,7.814432989690722,福陵(LOC),昭陵(LOC)
福陵,"康熙, 昭陵",1,2,0.10949868073878628,0.8556701030927836,7.814432989690722,福陵(LOC),"康熙(DATE), 昭陵(LOC)"
福陵,"太廟, 昭陵",1,2,0.08179419525065963,0.6391752577319588,7.814432989690722,福陵(LOC),"太廟(LOC), 昭陵(LOC)"
福陵,"太廟, 永陵",1,2,0.08179419525065963,0.6391752577319588,7.814432989690722,福陵(LOC),"太廟(LOC), 永陵(LOC)"
福陵,"十月, 昭陵",1,2,0.08179419525065963,0.6391752577319588,7.814432989690722,福陵(LOC),"十月(DATE), 昭陵(LOC)"
福陵,"十月, 永陵",1,2,0.08179419525065963,0.6391752577319588,7.814432989690722,福陵(LOC),"十月(DATE), 永陵(LOC)"
昭陵,福陵,1,1,0.12532981530343007,1.0,7.814432989690721,昭陵(LOC),福陵(LOC)
"康熙, 昭陵",福陵,2,1,0.10949868073878628,1.0,7.814432989690721,"康熙(DATE), 昭陵(LOC)",福陵(LOC)
"太廟, 昭陵",福陵,2,1,0.08179419525065963,1.0,7.814432989690721,"太廟(LOC), 昭陵(LOC)",福陵(LOC)
"昭陵, 永陵",福陵,2,1,0.12401055408970976,1.0,7.814432989690721,"昭陵(LOC), 永陵(LOC)",福陵(LOC)
"太廟, 永陵",福陵,2,1,0.08179419525065963,1.0,7.814432989690721,"太廟(LOC), 永陵(LOC)",福陵(LOC)
"十月, 昭陵",福陵,2,1,0.08179419525065963,1.0,7.814432989690721,"十月(DATE), 昭陵(LOC)",福陵(LOC)
"十月, 永陵",福陵,2,1,0.08179419525065963,1.0,7.814432989690721,"十月(DATE), 永陵(LOC)",福陵(LOC)
"十月, 太廟",福陵,2,1,0.08047493403693931,1.0,7.814432989690721,"十月(DATE), 太廟(LOC)",福陵(LOC)
福陵,"昭陵, 永陵",1,2,0.12401055408970976,0.9690721649484536,7.814432989690721,福陵(LOC),"昭陵(LOC), 永陵(LOC)"
福陵,"十月, 太廟",1,2,0.08047493403693931,0.6288659793814433,7.814432989690721,福陵(LOC),"十月(DATE), 太廟(LOC)"
"康熙, 福陵",永陵,2,1,0.10817941952506596,0.9761904761904763,7.7889724310776955,"康熙(DATE), 福陵(LOC)",永陵(LOC)
永陵,"康熙, 福陵",1,2,0.10817941952506596,0.8631578947368421,7.788972431077695,永陵(LOC),"康熙(DATE), 福陵(LOC)"
"八旗, 康熙",貝勒貝子,2,1,0.055408970976253295,0.65625,7.7724609375,"八旗(SYS), 康熙(DATE)",貝勒貝子(OFF)
貝勒貝子,"八旗, 康熙",1,2,0.055408970976253295,0.65625,7.7724609375,貝勒貝子(OFF),"八旗(SYS), 康熙(DATE)"
永陵,福陵,1,1,0.12401055408970976,0.9894736842105264,7.732175800325557,永陵(LOC),福陵(LOC)
福陵,永陵,1,1,0.12401055408970976,0.9690721649484536,7.732175800325557,福陵(LOC),永陵(LOC)
"康熙, 永陵",福陵,2,1,0.10817941952506596,0.9879518072289156,7.720283194634207,"康熙(DATE), 永陵(LOC)",福陵(LOC)
福陵,"康熙, 永陵",1,2,0.10817941952506596,0.845360824742268,7.720283194634207,福陵(LOC),"康熙(DATE), 永陵(LOC)"
"大學士, 滿洲",元旦,2,1,0.05013192612137203,0.6333333333333333,7.620105820105819,"大學士(OFF), 滿洲(GRP)",元旦(DATE)
元旦,"大學士, 滿洲",1,2,0.05013192612137203,0.6031746031746031,7.620105820105819,元旦(DATE),"大學士(OFF), 滿洲(GRP)"
"藩王, 貝勒貝子",八旗,2,1,0.051451187335092345,0.8124999999999999,7.510670731707316,"藩王(OFF), 貝勒貝子(OFF)",八旗(SYS)
"大學士, 滿洲",貝勒貝子,2,1,0.05013192612137203,0.6333333333333333,7.501041666666667,"大學士(OFF), 滿洲(GRP)",貝勒貝子(OFF)
貝勒貝子,"大學士, 滿洲",1,2,0.05013192612137203,0.59375,7.501041666666666,貝勒貝子(OFF),"大學士(OFF), 滿洲(GRP)"
"十月, 康熙",永陵,2,1,0.079155672823219,0.9375000000000001,7.480263157894738,"十月(DATE), 康熙(DATE)",永陵(LOC)
"十月, 康熙",昭陵,2,1,0.079155672823219,0.9375000000000001,7.480263157894738,"十月(DATE), 康熙(DATE)",昭陵(LOC)
永陵,"十月, 康熙",1,2,0.079155672823219,0.6315789473684211,7.480263157894738,永陵(LOC),"十月(DATE), 康熙(DATE)"
昭陵,"十月, 康熙",1,2,0.079155672823219,0.6315789473684211,7.480263157894738,昭陵(LOC),"十月(DATE), 康熙(DATE)"
"藩王, 諸王",八旗,2,1,0.05013192612137203,0.8085106382978723,7.473793461338868,"藩王(OFF), 諸王(OFF)",八旗(SYS)
朝鮮國王,"朔, 滿洲",1,2,0.051451187335092345,0.7090909090909091,7.465151515151516,朝鮮國王(PER),"朔(DATE), 滿洲(GRP)"
"朔, 滿洲",朝鮮國王,2,1,0.051451187335092345,0.5416666666666666,7.465151515151515,"朔(DATE), 滿洲(GRP)",朝鮮國王(PER)
"八旗, 蒙古",諸王,2,1,0.051451187335092345,0.75,7.383116883116883,"八旗(SYS), 蒙古(GRP)",諸王(OFF)
諸王,"八旗, 蒙古",1,2,0.051451187335092345,0.5064935064935064,7.383116883116883,諸王(OFF),"八旗(SYS), 蒙古(GRP)"
"朝鮮國王, 貝勒貝子",八旗,2,1,0.051451187335092345,0.7959183673469388,7.357391737182678,"朝鮮國王(PER), 貝勒貝子(OFF)",八旗(SYS)
十月,"昭陵, 永陵",1,2,0.08179419525065963,0.9117647058823529,7.352315394242804,十月(DATE),"昭陵(LOC), 永陵(LOC)"
十月,"永陵, 福陵",1,2,0.08179419525065963,0.9117647058823529,7.352315394242804,十月(DATE),"永陵(LOC), 福陵(LOC)"
"昭陵, 永陵",十月,2,1,0.08179419525065963,0.6595744680851064,7.352315394242804,"昭陵(LOC), 永陵(LOC)",十月(DATE)
"永陵, 福陵",十月,2,1,0.08179419525065963,0.6595744680851064,7.352315394242804,"永陵(LOC), 福陵(LOC)",十月(DATE)
"十月, 康熙",福陵,2,1,0.079155672823219,0.9375000000000001,7.326030927835053,"十月(DATE), 康熙(DATE)",福陵(LOC)
福陵,"十月, 康熙",1,2,0.079155672823219,0.6185567010309279,7.326030927835052,福陵(LOC),"十月(DATE), 康熙(DATE)"
八旗,"元旦, 諸王",1,2,0.055408970976253295,0.5121951219512195,7.325356649792913,八旗(SYS),"元旦(DATE), 諸王(OFF)"
八旗,"元旦, 貝勒貝子",1,2,0.055408970976253295,0.5121951219512195,7.325356649792913,八旗(SYS),"元旦(DATE), 貝勒貝子(OFF)"
"元旦, 諸王",八旗,2,1,0.055408970976253295,0.7924528301886792,7.325356649792912,"元旦(DATE), 諸王(OFF)",八旗(SYS)
"元旦, 貝勒貝子",八旗,2,1,0.055408970976253295,0.7924528301886792,7.325356649792912,"元旦(DATE), 貝勒貝子(OFF)",八旗(SYS)
"大學士, 藩王",八旗,2,1,0.05013192612137203,0.7916666666666666,7.318089430894308,"大學士(OFF), 藩王(OFF)",八旗(SYS)
"大學士, 朝鮮國王",八旗,2,1,0.05013192612137203,0.7916666666666666,7.318089430894308,"大學士(OFF), 朝鮮國王(PER)",八旗(SYS)
"朝鮮國王, 諸王",八旗,2,1,0.05013192612137203,0.7916666666666666,7.318089430894308,"朝鮮國王(PER), 諸王(OFF)",八旗(SYS)
"元旦, 大學士",八旗,2,1,0.05408970976253298,0.7884615384615385,7.288461538461539,"元旦(DATE), 大學士(OFF)",八旗(SYS)
八旗,"元旦, 大學士",1,2,0.05408970976253298,0.5,7.288461538461539,八旗(SYS),"元旦(DATE), 大學士(OFF)"
十月,永陵,1,1,0.08179419525065963,0.9117647058823529,7.274922600619195,十月(DATE),永陵(LOC)
十月,昭陵,1,1,0.08179419525065963,0.9117647058823529,7.274922600619195,十月(DATE),昭陵(LOC)
十月,"昭陵, 福陵",1,2,0.08179419525065963,0.9117647058823529,7.274922600619195,十月(DATE),"昭陵(LOC), 福陵(LOC)"
永陵,十月,1,1,0.08179419525065963,0.6526315789473685,7.274922600619195,永陵(LOC),十月(DATE)
昭陵,十月,1,1,0.08179419525065963,0.6526315789473685,7.274922600619195,昭陵(LOC),十月(DATE)
"昭陵, 福陵",十月,2,1,0.08179419525065963,0.6526315789473685,7.274922600619195,"昭陵(LOC), 福陵(LOC)",十月(DATE)
"八旗, 朔",諸王,2,1,0.055408970976253295,0.7368421052631579,7.253588516746411,"八旗(SYS), 朔(DATE)",諸王(OFF)
諸王,"八旗, 朔",1,2,0.055408970976253295,0.5454545454545454,7.253588516746411,諸王(OFF),"八旗(SYS), 朔(DATE)"
"堂子, 大學士",八旗,2,1,0.052770448548812667,0.7843137254901961,7.2501195600191295,"堂子(LOC), 大學士(OFF)",八旗(SYS)
"正月, 貝勒貝子",八旗,2,1,0.055408970976253295,0.7777777777777777,7.18970189701897,"正月(DATE), 貝勒貝子(OFF)",八旗(SYS)
八旗,"正月, 貝勒貝子",1,2,0.055408970976253295,0.5121951219512195,7.18970189701897,八旗(SYS),"正月(DATE), 貝勒貝子(OFF)"
元旦,"朔, 滿洲",1,2,0.05672823218997362,0.6825396825396826,7.18562610229277,元旦(DATE),"朔(DATE), 滿洲(GRP)"
"朔, 滿洲",元旦,2,1,0.05672823218997362,0.5972222222222223,7.18562610229277,"朔(DATE), 滿洲(GRP)",元旦(DATE)
八旗,"大學士, 正月",1,2,0.05408970976253298,0.5,7.150943396226415,八旗(SYS),"大學士(OFF), 正月(DATE)"
八旗,"正月, 藩王",1,2,0.05408970976253298,0.5,7.150943396226415,八旗(SYS),"正月(DATE), 藩王(OFF)"
八旗,"元旦, 藩王",1,2,0.05408970976253298,0.5,7.150943396226415,八旗(SYS),"元旦(DATE), 藩王(OFF)"
八旗,"堂子, 貝勒貝子",1,2,0.05408970976253298,0.5,7.150943396226415,八旗(SYS),"堂子(LOC), 貝勒貝子(OFF)"
"大學士, 正月",八旗,2,1,0.05408970976253298,0.7735849056603773,7.150943396226414,"大學士(OFF), 正月(DATE)",八旗(SYS)
"正月, 藩王",八旗,2,1,0.05408970976253298,0.7735849056603773,7.150943396226414,"正月(DATE), 藩王(OFF)",八旗(SYS)
"元旦, 藩王",八旗,2,1,0.05408970976253298,0.7735849056603773,7.150943396226414,"元旦(DATE), 藩王(OFF)",八旗(SYS)
"堂子, 貝勒貝子",八旗,2,1,0.05408970976253298,0.7735849056603773,7.150943396226414,"堂子(LOC), 貝勒貝子(OFF)",八旗(SYS)
元旦,"康熙, 王",1,2,0.05013192612137203,0.6031746031746031,7.1438492063492065,元旦(DATE),"康熙(DATE), 王(OFF)"
"康熙, 王",元旦,2,1,0.05013192612137203,0.59375,7.143849206349206,"康熙(DATE), 王(OFF)",元旦(DATE)
堂子,"朔, 滿洲",1,2,0.052770448548812667,0.6779661016949152,7.137476459510358,堂子(LOC),"朔(DATE), 滿洲(GRP)"
"朔, 滿洲",堂子,2,1,0.052770448548812667,0.5555555555555556,7.137476459510358,"朔(DATE), 滿洲(GRP)",堂子(LOC)
福陵,十月,1,1,0.08179419525065963,0.6391752577319588,7.124924196482717,福陵(LOC),十月(DATE)
十月,福陵,1,1,0.08179419525065963,0.9117647058823529,7.124924196482716,十月(DATE),福陵(LOC)
"堂子, 諸王",八旗,2,1,0.052770448548812667,0.7692307692307693,7.110694183864916,"堂子(LOC), 諸王(OFF)",八旗(SYS)
"堂子, 藩王",八旗,2,1,0.051451187335092345,0.7647058823529411,7.068866571018651,"堂子(LOC), 藩王(OFF)",八旗(SYS)
"大學士, 滿洲",正月,2,1,0.05013192612137203,0.6333333333333333,7.059803921568627,"大學士(OFF), 滿洲(GRP)",正月(DATE)
正月,"大學士, 滿洲",1,2,0.05013192612137203,0.5588235294117647,7.059803921568627,正月(DATE),"大學士(OFF), 滿洲(GRP)"
"正月, 諸王",八旗,2,1,0.055408970976253295,0.7636363636363637,7.0589800443458985,"正月(DATE), 諸王(OFF)",八旗(SYS)
八旗,"正月, 諸王",1,2,0.055408970976253295,0.5121951219512195,7.0589800443458985,八旗(SYS),"正月(DATE), 諸王(OFF)"
"元旦, 康熙",八旗,2,1,0.06200527704485488,0.7580645161290323,7.007474429583006,"元旦(DATE), 康熙(DATE)",八旗(SYS)
八旗,"元旦, 康熙",1,2,0.06200527704485488,0.573170731707317,7.007474429583005,八旗(SYS),"元旦(DATE), 康熙(DATE)"
"元旦, 正月",八旗,2,1,0.06068601583113457,0.7540983606557378,6.970811675329869,"元旦(DATE), 正月(DATE)",八旗(SYS)
八旗,"元旦, 正月",1,2,0.06068601583113457,0.5609756097560976,6.970811675329869,八旗(SYS),"元旦(DATE), 正月(DATE)"
"大學士, 朔",朝鮮國王,2,1,0.0633245382585752,0.505263157894737,6.963444976076557,"大學士(OFF), 朔(DATE)",朝鮮國王(PER)
朝鮮國王,"大學士, 朔",1,2,0.0633245382585752,0.8727272727272728,6.963444976076556,朝鮮國王(PER),"大學士(OFF), 朔(DATE)"
"大學士, 朔",堂子,2,1,0.06728232189973615,0.536842105263158,6.89705619982159,"大學士(OFF), 朔(DATE)",堂子(LOC)
堂子,"大學士, 朔",1,2,0.06728232189973615,0.864406779661017,6.897056199821589,堂子(LOC),"大學士(OFF), 朔(DATE)"
元旦,八旗,1,1,0.06200527704485488,0.7460317460317459,6.896244676732481,元旦(DATE),八旗(SYS)
八旗,元旦,1,1,0.06200527704485488,0.573170731707317,6.896244676732481,八旗(SYS),元旦(DATE)
"朔, 貝勒貝子",八旗,2,1,0.05408970976253298,0.7454545454545455,6.8909090909090915,"朔(DATE), 貝勒貝子(OFF)",八旗(SYS)
"康熙, 藩王",八旗,2,1,0.05408970976253298,0.7454545454545455,6.8909090909090915,"康熙(DATE), 藩王(OFF)",八旗(SYS)
朝鮮國王,八旗,1,1,0.05408970976253298,0.7454545454545455,6.8909090909090915,朝鮮國王(PER),八旗(SYS)
"康熙, 朝鮮國王",八旗,2,1,0.05408970976253298,0.7454545454545455,6.8909090909090915,"康熙(DATE), 朝鮮國王(PER)",八旗(SYS)
"朝鮮國王, 正月",八旗,2,1,0.05408970976253298,0.7454545454545455,6.8909090909090915,"朝鮮國王(PER), 正月(DATE)",八旗(SYS)
"元旦, 朝鮮國王",八旗,2,1,0.05408970976253298,0.7454545454545455,6.8909090909090915,"元旦(DATE), 朝鮮國王(PER)",八旗(SYS)
八旗,"朔, 貝勒貝子",1,2,0.05408970976253298,0.5,6.8909090909090915,八旗(SYS),"朔(DATE), 貝勒貝子(OFF)"
八旗,"康熙, 藩王",1,2,0.05408970976253298,0.5,6.8909090909090915,八旗(SYS),"康熙(DATE), 藩王(OFF)"
八旗,朝鮮國王,1,1,0.05408970976253298,0.5,6.8909090909090915,八旗(SYS),朝鮮國王(PER)
八旗,"康熙, 朝鮮國王",1,2,0.05408970976253298,0.5,6.8909090909090915,八旗(SYS),"康熙(DATE), 朝鮮國王(PER)"
八旗,"朝鮮國王, 正月",1,2,0.05408970976253298,0.5,6.8909090909090915,八旗(SYS),"朝鮮國王(PER), 正月(DATE)"
八旗,"元旦, 朝鮮國王",1,2,0.05408970976253298,0.5,6.8909090909090915,八旗(SYS),"元旦(DATE), 朝鮮國王(PER)"
"朔, 藩王",八旗,2,1,0.052770448548812667,0.7407407407407407,6.847335140018067,"朔(DATE), 藩王(OFF)",八旗(SYS)
"朔, 朝鮮國王",八旗,2,1,0.052770448548812667,0.7407407407407407,6.847335140018067,"朔(DATE), 朝鮮國王(PER)",八旗(SYS)
"堂子, 朝鮮國王",八旗,2,1,0.052770448548812667,0.7407407407407407,6.847335140018067,"堂子(LOC), 朝鮮國王(PER)",八旗(SYS)
"元旦, 朔",八旗,2,1,0.059366754617414245,0.7377049180327869,6.819272291083567,"元旦(DATE), 朔(DATE)",八旗(SYS)
八旗,"元旦, 朔",1,2,0.059366754617414245,0.548780487804878,6.819272291083566,八旗(SYS),"元旦(DATE), 朔(DATE)"
"堂子, 朔",八旗,2,1,0.055408970976253295,0.7368421052631579,6.811296534017972,"堂子(LOC), 朔(DATE)",八旗(SYS)
"堂子, 正月",八旗,2,1,0.055408970976253295,0.7368421052631579,6.811296534017972,"堂子(LOC), 正月(DATE)",八旗(SYS)
"元旦, 堂子",八旗,2,1,0.055408970976253295,0.7368421052631579,6.811296534017972,"元旦(DATE), 堂子(LOC)",八旗(SYS)
八旗,"堂子, 朔",1,2,0.055408970976253295,0.5121951219512195,6.811296534017972,八旗(SYS),"堂子(LOC), 朔(DATE)"
八旗,"堂子, 正月",1,2,0.055408970976253295,0.5121951219512195,6.811296534017972,八旗(SYS),"堂子(LOC), 正月(DATE)"
八旗,"元旦, 堂子",1,2,0.055408970976253295,0.5121951219512195,6.811296534017972,八旗(SYS),"元旦(DATE), 堂子(LOC)"
